FECHA;Al04TMax;Al04TMin;Al04TMed;Al04Precip 
dd-mm-yy; ºC; ºC, ºC; mm
20-04-14;23.7;13.7;17.2;0.4
19-04-14;27.4;11.0;19.6;0.0
18-04-14;26.7;7.7;17.1;0.0
17-04-14;26.2;10.4;17.6;0.0
16-04-14;27.5;10.1;18.6;0.0
15-04-14;25.6;8.4;16.4;0.0
14-04-14;21.9;8.8;14.8;0.0
13-04-14;23.8;8.7;15.9;0.0
12-04-14;22.5;9.8;16.3;0.0
11-04-14;29.0;12.2;20.1;0.0
10-04-14;27.8;9.1;18.5;0.0
09-04-14;24.5;9.3;16.6;0.0
08-04-14;29.3;8.4;19.3;0.0
07-04-14;28.2;8.8;18.3;0.0
06-04-14;25.9;7.5;17.0;0.0
05-04-14;24.3;9.8;17.5;0.0
04-04-14;21.5;6.6;15.4;0.0
03-04-14;17.3;9.8;13.1;0.0
02-04-14;18.5;9.7;13.4;0.0
01-04-14;19.9;6.7;13.1;0.0
31-03-14;21.2;4.0;12.6;0.0
30-03-14;19.1;2.5;11.0;0.0
29-03-14;14.0;8.7;11.6;3.4
28-03-14;16.7;3.4;10.8;0.0
27-03-14;17.6;2.0;9.7;0.0
26-03-14;16.5;5.1;11.5;0.0
25-03-14;22.5;10.3;15.9;0.0
24-03-14;20.7;1.8;12.8;0.0
23-03-14;18.4;4.7;12.3;0.0
22-03-14;24.2;5.7;15.3;0.0
21-03-14;21.8;4.1;12.8;0.2
20-03-14;19.0;6.5;11.5;0.0
19-03-14;18.7;6.5;12.2;0.0
18-03-14;24.9;4.4;14.6;0.0
17-03-14;23.4;5.9;14.3;0.0
16-03-14;24.0;1.6;12.4;0.0
15-03-14;19.4;1.2;10.0;0.0
14-03-14;14.9;3.4;9.7;0.0
13-03-14;15.5;4.5;10.1;0.0
12-03-14;12.2;8.1;9.8;0.2
11-03-14;17.2;2.2;9.6;0.0
10-03-14;15.1;2.3;9.1;0.0
09-03-14;17.3;4.9;10.8;0.0
08-03-14;18.1;-0.5;8.8;0.0
07-03-14;16.3;3.2;10.5;0.0
06-03-14;19.6;4.1;11.8;0.0
05-03-14;20.5;7.1;13.8;0.0
04-03-14;18.8;2.8;11.8;0.0
03-03-14;17.7;10.3;14.1;0.0
02-03-14;19.9;13.9;16.7;0.0
01-03-14;17.9;11.6;14.7;0.0
28-02-14;21.6;1.7;12.6;0.2
27-02-14;15.0;3.3;9.1;0.2
26-02-14;18.3;2.2;10.5;0.0
25-02-14;16.1;1.2;9.1;0.0
24-02-14;11.2;0.2;5.6;6.4
23-02-14;16.0;-0.5;7.2;0.0
22-02-14;16.5;1.1;8.4;0.0
21-02-14;20.8;4.5;11.9;0.0
20-02-14;20.5;0.0;10.3;0.0
19-02-14;17.4;2.5;9.4;0.0
18-02-14;12.8;6.5;9.0;0.2
17-02-14;11.2;7.7;9.5;0.0
16-02-14;18.4;8.0;12.3;0.0
15-02-14;21.4;7.2;16.0;0.0
14-02-14;24.3;5.9;15.5;0.0
13-02-14;22.9;10.2;17.5;0.0
12-02-14;20.5;5.9;14.3;0.0
11-02-14;14.5;2.7;9.7;0.0
10-02-14;14.2;6.7;9.5;0.4
09-02-14;16.3;3.7;12.6;1.2
08-02-14;20.0;1.2;10.9;0.0
07-02-14;16.7;4.7;11.0;0.0
06-02-14;21.8;4.2;13.9;0.0
05-02-14;21.7;2.4;12.2;0.0
04-02-14;14.7;-1.6;6.1;0.0
03-02-14;15.1;-2.2;6.9;0.0
02-02-14;13.8;0.1;7.0;0.0
01-02-14;17.5;3.6;10.0;0.0
31-01-14;15.8;4.2;9.4;0.0
30-01-14;13.5;-1.2;6.8;0.0
29-01-14;14.4;1.4;9.3;0.0
28-01-14;14.5;-0.6;9.3;0.0
27-01-14;19.2;8.3;14.4;0.0
26-01-14;20.3;2.8;12.7;0.0
25-01-14;21.0;6.7;14.5;0.0
24-01-14;18.1;-0.8;8.2;0.2
23-01-14;15.0;2.0;8.9;0.0
22-01-14;16.3;2.2;9.0;0.4
21-01-14;13.2;-1.0;5.9;0.0
20-01-14;14.4;1.0;8.2;0.0
19-01-14;12.4;4.6;7.6;3.4
18-01-14;12.8;4.1;8.7;2.2
17-01-14;13.5;0.8;7.5;0.0
16-01-14;14.7;3.9;9.7;0.2
15-01-14;18.8;3.1;9.9;0.0
14-01-14;14.2;6.6;11.0;0.0
13-01-14;15.0;3.8;9.3;0.2
12-01-14;17.4;2.0;9.2;0.0
11-01-14;13.7;6.7;9.2;0.2
10-01-14;13.1;4.9;8.9;0.0
09-01-14;17.0;3.4;8.7;0.0
08-01-14;19.8;1.4;9.3;0.0
07-01-14;20.6;2.8;10.0;0.0
06-01-14;19.1;2.0;9.1;0.0
05-01-14;19.1;3.5;11.1;0.0
04-01-14;20.8;7.7;13.8;0.0
03-01-14;21.0;6.7;13.1;0.0
02-01-14;14.8;8.4;11.4;0.0
01-01-14;18.2;4.5;10.4;0.0
31-12-13;13.8;-2.1;4.8;0.2
30-12-13;13.4;-3.0;4.0;0.0
29-12-13;14.9;-1.3;6.1;0.0
28-12-13;15.8;1.9;7.9;0.0
27-12-13;17.5;3.1;9.2;0.0
26-12-13;14.0;4.3;9.5;0.0
25-12-13;14.4;8.9;11.4;14.4
24-12-13;16.6;0.6;8.8;0.2
23-12-13;15.4;0.4;7.2;0.2
22-12-13;16.4;0.4;7.7;0.2
21-12-13;13.1;3.6;9.5;0.0
20-12-13;12.0;5.6;9.4;0.0
19-12-13;15.3;7.0;10.6;3.4
18-12-13;15.8;1.9;8.1;0.2
17-12-13;15.2;2.6;9.0;0.0
16-12-13;12.9;2.6;7.7;0.2
15-12-13;14.0;3.7;8.1;0.2
14-12-13;14.1;4.6;8.9;0.0
13-12-13;16.6;0.1;8.1;0.0
12-12-13;15.7;1.8;7.6;0.2
11-12-13;13.3;4.9;9.3;0.0
10-12-13;13.7;2.5;8.5;0.2
09-12-13;13.7;2.2;7.7;0.0
08-12-13;14.1;-0.2;6.0;0.2
07-12-13;15.3;-0.1;6.4;0.2
06-12-13;15.8;-0.2;7.2;0.2
05-12-13;17.6;1.2;8.0;0.2
04-12-13;14.5;4.4;9.7;0.8
03-12-13;12.5;1.5;7.5;0.0
02-12-13;14.5;0.6;7.0;0.0
01-12-13;12.3;5.4;8.6;0.0
30-11-13;14.1;-3.2;6.4;0.2
29-11-13;12.2;-0.7;5.5;0.0
28-11-13;9.6;5.7;7.3;1.4
27-11-13;9.7;5.9;7.3;2.0
26-11-13;13.8;-1.8;6.1;0.0
25-11-13;15.3;-1.4;5.9;0.0
24-11-13;14.0;-2.3;4.9;0.0
23-11-13;16.4;0.0;6.6;0.0
22-11-13;15.5;2.8;9.9;0.0
21-11-13;16.6;-1.2;8.3;0.0
20-11-13;15.5;0.3;7.7;0.0
19-11-13;19.0;3.9;11.9;0.0
18-11-13;14.3;1.2;8.4;0.0
17-11-13;12.3;0.0;5.5;0.0
16-11-13;12.4;-1.0;5.6;0.0
15-11-13;17.2;3.4;10.2;0.2
14-11-13;17.9;7.9;12.6;2.6
13-11-13;19.9;6.3;12.6;13.8
12-11-13;21.6;6.7;13.6;0.0
11-11-13;24.4;6.9;14.3;0.0
10-11-13;22.9;4.3;13.0;0.0
09-11-13;21.7;7.3;13.6;0.0
08-11-13;24.6;6.7;14.6;0.0
07-11-13;24.8;8.3;15.0;0.0
06-11-13;27.7;8.2;17.3;0.0
05-11-13;27.2;11.4;19.4;0.0
04-11-13;23.0;7.7;16.6;0.0
03-11-13;24.6;7.0;14.8;0.0
02-11-13;24.3;4.3;13.5;0.0
01-11-13;21.9;3.2;11.3;0.0
31-10-13;19.7;3.4;11.0;0.0
30-10-13;19.6;5.2;11.8;0.0
29-10-13;24.4;10.1;17.3;1.8
28-10-13;28.5;10.1;18.4;0.0
27-10-13;26.5;12.0;18.4;0.0
26-10-13;25.7;12.6;18.8;0.0
25-10-13;27.5;11.8;19.0;0.0
24-10-13;26.6;12.4;18.5;0.0
23-10-13;24.8;13.6;18.6;0.8
22-10-13;24.7;10.2;18.3;0.0
21-10-13;27.4;10.7;18.3;0.0
20-10-13;27.8;11.9;18.7;0.0
19-10-13;26.5;12.2;18.4;0.0
18-10-13;28.9;11.5;19.0;0.0
17-10-13;27.5;14.0;19.7;0.0
16-10-13;29.9;10.3;19.5;0.0
15-10-13;28.0;11.6;18.4;0.0
14-10-13;24.9;9.2;17.0;0.0
13-10-13;26.3;10.3;17.1;0.0
12-10-13;25.5;11.0;18.0;0.0
11-10-13;27.5;11.0;18.4;0.0
10-10-13;25.2;12.6;18.3;0.0
09-10-13;24.0;12.2;18.1;0.0
08-10-13;24.6;14.9;19.4;0.0
07-10-13;25.4;14.4;19.3;0.0
06-10-13;25.4;17.2;20.6;0.0
05-10-13;27.7;16.5;21.4;0.0
04-10-13;29.5;16.7;22.3;0.0
03-10-13;29.8;17.7;23.1;0.0
02-10-13;33.1;16.1;23.7;0.0
01-10-13;31.8;16.2;23.5;0.0
30-09-13;31.8;16.5;23.5;0.0
29-09-13;24.9;16.9;21.4;0.0
28-09-13;24.7;17.6;21.8;0.0
27-09-13;30.2;14.0;21.4;0.2
26-09-13;29.5;14.6;21.7;0.0
25-09-13;30.7;13.8;21.5;0.0
24-09-13;29.0;13.2;20.6;0.0
23-09-13;26.3;14.9;19.6;0.0
22-09-13;26.4;14.5;19.9;0.2
21-09-13;27.6;15.9;20.6;0.0
20-09-13;27.2;16.3;20.7;0.0
19-09-13;29.7;15.8;22.2;0.2
18-09-13;28.4;16.6;20.8;5.0
17-09-13;31.9;16.8;23.5;0.0
16-09-13;30.1;17.7;22.7;0.0
15-09-13;31.7;15.0;22.5;0.0
14-09-13;26.6;15.7;20.5;0.0
13-09-13;26.9;17.7;21.3;0.0
12-09-13;27.1;16.6;21.4;0.0
11-09-13;27.5;14.5;20.8;0.0
10-09-13;27.5;15.4;20.9;0.2
09-09-13;27.2;15.2;20.0;4.0
08-09-13;27.9;14.9;21.0;0.0
07-09-13;22.3;16.0;18.6;9.8
06-09-13;30.0;15.9;22.4;0.0
05-09-13;27.7;14.3;20.6;0.2
04-09-13;26.8;17.4;21.8;0.0
03-09-13;27.9;14.4;20.8;0.2
02-09-13;27.7;13.1;20.5;0.0
01-09-13;27.3;14.4;20.4;0.2
31-08-13;26.5;14.2;20.5;0.0
30-08-13;25.4;14.6;18.9;22.2
29-08-13;25.6;16.4;20.8;0.6
28-08-13;27.9;17.5;22.4;2.0
27-08-13;28.9;18.7;23.0;0.0
26-08-13;28.7;20.2;23.5;0.0
25-08-13;30.7;20.5;24.6;0.0
24-08-13;32.3;17.3;24.4;0.0
23-08-13;32.3;17.9;24.1;0.0
22-08-13;33.2;17.2;24.3;0.0
21-08-13;31.9;17.8;24.0;0.0
20-08-13;32.3;17.7;24.6;0.0
19-08-13;33.1;16.3;25.4;0.0
18-08-13;33.1;18.3;24.9;0.0
17-08-13;32.0;17.7;24.1;0.0
16-08-13;32.8;17.6;25.1;0.0
15-08-13;31.7;16.3;24.3;0.0
14-08-13;30.7;17.0;24.0;0.0
13-08-13;30.7;17.3;23.2;0.0
12-08-13;33.3;17.3;24.5;0.0
11-08-13;32.8;17.1;24.0;0.0
10-08-13;32.3;15.9;24.1;0.0
09-08-13;30.4;16.5;23.4;0.0
08-08-13;29.5;19.6;24.6;0.0
07-08-13;37.2;16.3;28.2;0.0
06-08-13;38.2;18.4;27.9;0.0
05-08-13;35.0;18.1;26.0;0.0
04-08-13;32.9;16.9;25.0;0.0
03-08-13;34.3;19.4;26.3;0.0
02-08-13;34.4;17.3;26.4;0.0
01-08-13;33.1;16.3;24.7;0.0
31-07-13;31.2;15.2;23.7;0.0
30-07-13;30.8;15.0;23.7;0.0
29-07-13;31.8;16.7;24.3;0.0
28-07-13;33.5;17.7;26.1;0.0
27-07-13;36.6;16.8;27.2;0.0
26-07-13;35.8;18.4;26.6;0.0
25-07-13;34.6;16.4;26.0;0.0
24-07-13;34.0;16.7;25.9;0.0
23-07-13;32.6;14.8;25.0;0.0
22-07-13;31.6;17.1;24.3;0.0
21-07-13;31.0;15.9;23.9;0.0
20-07-13;31.2;15.7;24.0;0.0
19-07-13;32.9;15.8;24.5;0.0
18-07-13;32.4;16.0;24.3;0.0
17-07-13;32.6;14.3;24.5;0.0
16-07-13;32.0;14.2;23.9;0.0
15-07-13;30.2;16.9;22.9;0.0
14-07-13;32.9;14.8;23.7;0.0
13-07-13;33.0;17.5;25.6;0.0
12-07-13;29.5;16.2;23.8;0.0
11-07-13;33.9;16.0;24.8;0.0
10-07-13;33.3;17.6;24.8;0.0
09-07-13;31.8;16.3;24.5;0.0
08-07-13;31.7;12.9;23.6;0.0
07-07-13;30.3;15.3;23.3;0.0
06-07-13;29.4;15.6;22.7;0.0
05-07-13;28.5;17.5;22.8;0.0
04-07-13;30.0;17.1;23.4;0.0
03-07-13;32.2;13.8;23.7;0.0
02-07-13;28.3;14.3;21.1;0.0
01-07-13;27.5;14.4;21.3;0.0
30-06-13;28.7;14.9;21.7;0.0
29-06-13;26.9;12.4;19.8;0.0
28-06-13;24.6;11.3;18.7;0.0
27-06-13;24.2;14.0;18.6;0.0
26-06-13;25.0;11.9;18.5;0.0
25-06-13;25.6;14.5;19.7;0.0
24-06-13;26.4;14.9;20.5;0.0
23-06-13;30.6;12.4;22.4;0.0
22-06-13;27.5;12.4;20.9;0.0
21-06-13;28.1;12.0;20.5;0.0
20-06-13;27.3;11.3;20.3;0.0
19-06-13;26.4;11.6;19.3;0.0
18-06-13;26.5;15.5;21.2;0.0
17-06-13;34.1;16.1;24.7;0.0
16-06-13;35.2;15.6;24.8;0.0
15-06-13;33.2;15.5;24.8;0.0
14-06-13;31.5;15.7;23.9;0.0
13-06-13;32.4;15.9;24.6;0.0
12-06-13;32.1;14.5;24.5;0.0
11-06-13;29.8;12.2;21.9;0.0
10-06-13;26.7;11.2;19.5;0.0
09-06-13;25.1;9.3;17.9;0.0
08-06-13;25.3;10.2;18.2;0.0
07-06-13;26.3;11.9;19.4;0.0
06-06-13;27.9;11.0;20.1;0.0
05-06-13;28.6;13.0;21.5;0.0
04-06-13;27.3;9.6;19.3;0.0
03-06-13;25.4;9.7;18.0;0.0
02-06-13;26.2;9.5;17.9;0.0
01-06-13;24.4;9.5;17.4;0.0
31-05-13;26.0;8.1;18.4;0.0
30-05-13;23.4;10.5;17.3;0.0
29-05-13;25.6;13.2;19.3;0.0
28-05-13;25.9;7.9;17.7;0.0
27-05-13;23.4;12.4;17.6;0.0
26-05-13;21.5;13.0;15.9;0.0
25-05-13;26.4;10.8;17.0;0.0
24-05-13;24.5;11.7;17.1;0.6
23-05-13;26.6;9.7;18.7;0.0
22-05-13;22.3;5.9;15.1;0.0
21-05-13;11.7;8.3;9.7;15.2
20-05-13;18.4;6.5;13.1;0.0
19-05-13;18.7;9.4;14.1;0.0
18-05-13;19.8;9.8;14.5;0.2
17-05-13;19.6;10.3;14.4;0.0
16-05-13;21.3;7.5;15.3;0.0
15-05-13;25.0;9.9;18.0;0.2
14-05-13;23.9;10.1;16.6;1.4
13-05-13;23.0;11.1;16.7;0.0
12-05-13;21.5;13.7;16.4;0.0
11-05-13;25.4;11.7;17.9;0.0
10-05-13;26.9;14.7;21.0;0.0
09-05-13;32.7;12.8;23.5;0.0
08-05-13;30.8;12.5;21.7;0.0
07-05-13;28.7;12.3;20.8;0.0
06-05-13;27.2;8.3;18.9;0.0
05-05-13;24.9;5.7;15.8;0.0
04-05-13;20.3;7.9;13.7;0.0
03-05-13;20.5;7.9;13.9;0.0
02-05-13;21.0;5.8;13.4;0.0
01-05-13;19.3;2.4;11.1;0.2
30-04-13;15.5;3.7;8.8;5.4
29-04-13;14.7;1.3;8.4;0.0
28-04-13;16.3;2.2;10.0;1.0
27-04-13;25.6;7.5;15.4;0.2
26-04-13;21.1;8.7;14.6;0.2
25-04-13;16.7;11.9;14.1;1.6
24-04-13;18.6;4.8;12.6;0.0
23-04-13;17.5;7.2;12.1;0.0
22-04-13;15.1;10.0;12.3;0.4
21-04-13;21.3;10.2;14.9;0.0
20-04-13;16.5;10.2;13.2;0.0
19-04-13;26.8;10.5;16.7;0.0
18-04-13;29.5;10.8;19.5;0.0
17-04-13;28.3;10.0;18.7;0.0
16-04-13;28.1;9.6;18.8;0.0
15-04-13;25.4;10.6;17.3;0.0
14-04-13;23.9;9.3;16.3;0.0
13-04-13;23.4;8.6;15.9;0.0
12-04-13;23.4;8.9;16.2;0.0
11-04-13;28.6;9.3;19.0;0.0
10-04-13;24.1;8.5;16.6;0.0
09-04-13;25.7;10.7;17.7;0.0
08-04-13;23.6;4.2;14.2;0.0
07-04-13;18.2;2.6;11.1;0.0
06-04-13;17.2;5.0;10.9;0.0
05-04-13;15.4;5.0;10.0;2.0
04-04-13;17.9;4.9;11.9;0.0
03-04-13;19.9;6.2;12.5;0.4
02-04-13;19.8;9.0;14.0;0.0
01-04-13;20.3;11.9;15.9;0.0
31-03-13;19.2;10.6;15.0;2.4
30-03-13;24.6;14.5;19.2;0.0
29-03-13;24.7;10.4;18.3;0.0
28-03-13;22.1;9.1;15.5;0.0
27-03-13;21.5;6.7;15.4;0.0
26-03-13;22.7;12.3;17.3;0.0
25-03-13;20.5;9.3;14.9;0.0
24-03-13;18.0;7.9;12.2;1.2
23-03-13;17.4;6.4;11.7;0.2
22-03-13;23.7;3.4;13.3;0.0
21-03-13;19.1;4.3;11.1;0.0
20-03-13;19.1;5.5;12.9;0.0
19-03-13;20.3;4.8;11.9;6.2
18-03-13;22.9;6.1;16.0;0.0
17-03-13;20.7;5.7;13.2;1.8
16-03-13;16.6;3.6;9.5;0.4
15-03-13;15.5;-0.6;7.5;0.0
14-03-13;14.3;1.3;7.8;0.0
13-03-13;12.1;4.2;9.6;0.0
12-03-13;16.3;8.1;11.8;2.0
11-03-13;17.9;9.8;13.1;0.0
10-03-13;18.1;4.4;11.7;0.0
09-03-13;18.5;6.9;13.4;0.0
08-03-13;22.4;9.5;16.3;0.0
07-03-13;20.3;12.0;15.7;0.6
06-03-13;19.6;7.9;14.0;0.2
05-03-13;13.4;5.7;9.6;5.4
04-03-13;11.8;6.5;9.5;15.0
03-03-13;13.7;7.8;9.8;0.0
02-03-13;13.9;0.1;7.6;0.0
01-03-13;14.7;1.7;8.3;0.0
28-02-13;11.8;2.7;6.4;10.2
27-02-13;8.9;2.2;5.7;0.4
26-02-13;12.7;-4.5;3.8;0.0
25-02-13;12.6;-1.6;5.6;0.0
24-02-13;14.5;0.7;7.8;0.0
23-02-13;14.9;1.6;9.8;0.0
22-02-13;19.1;9.2;13.8;0.4
21-02-13;19.7;2.1;10.8;0.0
20-02-13;11.8;4.4;9.2;1.0
19-02-13;12.6;8.7;10.4;0.0
18-02-13;17.1;3.4;10.4;0.0
17-02-13;15.7;5.4;11.3;0.2
16-02-13;18.4;2.5;9.8;0.0
15-02-13;21.0;1.7;10.3;0.0
14-02-13;20.4;3.0;10.6;0.0
13-02-13;18.8;-0.6;8.8;0.0
12-02-13;14.4;0.8;8.0;0.0
11-02-13;13.8;3.8;9.7;0.0
10-02-13;16.0;-3.3;7.5;0.0
09-02-13;13.9;0.2;7.4;0.0
08-02-13;14.2;-2.2;6.7;0.0
07-02-13;15.3;0.8;8.0;0.0
06-02-13;15.8;8.3;11.7;0.0
05-02-13;19.0;-0.4;8.9;0.0
04-02-13;14.7;-2.8;5.1;0.0
03-02-13;14.1;-0.4;8.0;0.0
02-02-13;17.1;8.3;12.7;0.0
01-02-13;22.0;2.0;12.3;0.0
31-01-13;22.2;2.5;11.5;0.0
30-01-13;22.4;1.4;10.7;0.0
29-01-13;20.5;-0.8;9.0;0.0
28-01-13;17.1;0.9;10.8;0.0
27-01-13;19.4;1.0;11.6;0.0
26-01-13;20.3;5.3;13.6;0.0
25-01-13;13.8;4.5;9.4;0.0
24-01-13;16.1;4.8;12.4;0.0
23-01-13;11.4;4.1;7.9;0.0
22-01-13;14.1;-0.3;7.3;0.0
21-01-13;15.1;1.2;9.8;0.0
20-01-13;12.6;6.9;9.3;0.0
19-01-13;15.2;7.4;11.7;10.6
18-01-13;20.8;13.2;16.6;0.0
17-01-13;19.2;7.6;13.9;0.0
16-01-13;14.4;7.6;10.6;0.0
15-01-13;16.5;0.6;8.4;0.0
14-01-13;13.4;2.8;8.5;0.0
13-01-13;13.8;2.9;9.1;0.0
12-01-13;17.5;0.5;8.3;0.2
11-01-13;17.7;1.4;8.7;0.0
10-01-13;17.1;1.8;8.8;0.0
09-01-13;16.7;-2.0;6.5;0.2
08-01-13;19.1;0.0;7.4;0.0
07-01-13;19.4;0.8;7.9;0.0
06-01-13;20.6;1.0;8.9;0.0
05-01-13;18.3;-1.0;7.3;0.0
04-01-13;15.1;0.3;7.0;0.0
03-01-13;12.5;1.4;7.5;0.0
02-01-13;15.7;-0.4;6.6;0.0
01-01-13;16.5;2.0;7.7;0.2
31-12-12;12.4;-1.5;5.2;0.2
30-12-12;16.1;-0.3;7.0;0.0
29-12-12;15.9;-2.5;6.3;0.0
28-12-12;19.3;-1.7;6.6;0.0
27-12-12;16.8;-0.7;6.5;0.2
26-12-12;16.9;2.2;9.1;0.0
25-12-12;17.8;4.4;10.2;0.0
24-12-12;24.9;4.0;11.8;0.0
23-12-12;21.8;4.8;11.4;0.0
22-12-12;21.8;6.0;12.1;0.0
21-12-12;23.1;4.3;13.5;0.0
20-12-12;18.0;0.9;9.1;0.0
19-12-12;20.0;4.9;11.1;0.2
18-12-12;18.6;5.5;11.5;0.0
17-12-12;20.1;6.7;12.9;0.0
16-12-12;20.4;8.7;15.3;0.0
15-12-12;20.8;7.8;14.9;0.0
14-12-12;17.9;1.8;10.0;0.2
13-12-12;14.7;3.2;8.2;0.0
12-12-12;14.0;3.4;7.8;0.2
11-12-12;14.3;1.8;7.6;0.0
10-12-12;15.5;0.0;7.1;0.0
09-12-12;14.3;2.2;7.5;0.2
08-12-12;18.2;3.7;10.0;0.2
07-12-12;15.9;5.0;9.2;0.2
06-12-12;12.2;0.4;5.7;0.0
05-12-12;15.5;0.5;9.7;0.0
04-12-12;18.2;0.7;10.0;0.0
03-12-12;15.9;-1.8;5.5;0.2
02-12-12;13.4;-2.3;4.3;0.0
01-12-12;12.1;-2.5;3.7;0.0
30-11-12;10.2;-1.6;3.9;0.0
29-11-12;13.4;1.1;7.3;0.0
28-11-12;12.8;2.9;8.3;0.0
27-11-12;14.4;3.9;9.1;0.2
26-11-12;17.7;7.4;12.1;0.0
25-11-12;18.8;5.3;11.1;0.2
24-11-12;15.8;3.8;9.8;0.2
23-11-12;17.2;6.5;11.3;0.2
22-11-12;17.3;7.4;11.6;0.0
21-11-12;17.7;0.0;13.3;0.0
20-11-12;18.9;6.7;12.4;0.2
19-11-12;18.0;7.1;12.4;0.2
18-11-12;16.1;7.5;11.3;1.0
17-11-12;17.5;8.8;12.0;0.6
16-11-12;17.1;11.4;13.9;0.4
15-11-12;17.1;12.3;14.2;2.0
14-11-12;18.8;9.2;13.4;0.4
13-11-12;15.1;8.4;12.1;2.2
12-11-12;14.4;8.3;11.6;2.4
11-11-12;12.2;7.5;9.4;8.0
10-11-12;18.7;7.5;12.9;0.2
09-11-12;15.7;12.2;13.9;4.6
08-11-12;15.1;12.1;13.6;0.0
07-11-12;14.1;10.0;12.2;16.8
06-11-12;12.1;9.3;10.8;12.0
05-11-12;20.2;11.7;16.2;10.8
04-11-12;25.4;17.1;21.4;1.0
03-11-12;23.2;12.5;19.0;1.6
02-11-12;20.1;6.3;13.4;0.0
01-11-12;21.5;6.7;14.0;0.0
31-10-12;18.9;8.7;13.5;0.2
30-10-12;14.8;5.8;10.8;8.2
29-10-12;17.6;2.3;9.5;0.0
28-10-12;17.0;3.7;11.4;0.2
27-10-12;22.2;8.9;15.4;0.2
26-10-12;20.4;11.2;15.2;4.2
25-10-12;17.7;11.8;14.6;2.2
24-10-12;19.3;10.3;14.6;2.6
23-10-12;24.3;10.7;16.5;0.0
22-10-12;23.3;9.1;15.9;0.0
21-10-12;20.8;11.8;15.4;0.0
20-10-12;15.5;12.2;13.6;4.2
19-10-12;21.2;14.0;17.3;0.0
18-10-12;26.7;13.0;19.1;0.0
17-10-12;24.7;7.9;15.8;0.0
16-10-12;22.0;7.3;14.2;0.2
15-10-12;21.0;9.7;15.9;0.0
14-10-12;24.0;9.7;16.9;0.0
13-10-12;23.6;11.3;16.7;0.2
12-10-12;26.1;14.2;19.1;1.6
11-10-12;29.4;15.1;21.5;0.0
10-10-12;30.3;12.9;21.3;0.0
09-10-12;31.2;14.0;22.2;0.0
08-10-12;31.8;14.5;21.7;0.0
07-10-12;29.1;14.2;21.0;0.0
06-10-12;27.4;14.4;20.0;0.0
05-10-12;25.3;12.7;18.9;0.0
04-10-12;26.7;11.6;19.1;0.0
03-10-12;25.7;10.8;18.1;0.0
02-10-12;26.1;12.0;18.4;0.2
01-10-12;24.6;10.9;17.1;0.2
30-09-12;22.5;10.8;16.5;0.2
29-09-12;18.0;11.1;14.2;1.2
28-09-12;18.6;12.1;16.4;64.6
27-09-12;21.9;16.4;18.6;0.8
26-09-12;26.2;11.6;19.9;0.0
25-09-12;28.1;12.1;20.8;0.0
24-09-12;29.2;15.8;24.2;0.0
23-09-12;34.4;14.2;25.5;0.2
22-09-12;31.1;15.5;22.5;0.0
21-09-12;29.0;15.5;22.0;0.0
20-09-12;25.6;19.2;21.6;0.0
19-09-12;29.2;19.5;22.7;0.0
18-09-12;30.0;15.9;23.2;0.0
17-09-12;33.1;13.3;23.0;0.0
16-09-12;33.7;11.7;23.0;0.0
15-09-12;32.7;12.6;22.5;0.0
14-09-12;27.1;14.0;20.2;0.0
13-09-12;27.3;15.9;22.0;0.0
12-09-12;32.8;15.0;23.5;0.0
11-09-12;30.5;13.4;22.5;0.0
10-09-12;30.8;12.6;21.4;0.0
09-09-12;31.8;13.2;21.6;0.0
08-09-12;30.1;14.0;22.2;0.0
07-09-12;28.9;16.2;21.9;0.0
06-09-12;28.5;16.5;21.7;0.0
05-09-12;27.5;12.8;20.2;0.0
04-09-12;27.0;12.4;19.9;0.0
03-09-12;26.4;11.2;19.1;0.0
02-09-12;24.2;14.7;19.9;0.0
01-09-12;27.0;18.3;22.0;0.0
31-08-12;29.2;18.6;22.2;0.0
30-08-12;34.6;17.5;26.0;0.0
29-08-12;35.9;17.5;25.7;0.0
28-08-12;35.5;18.7;26.4;0.0
27-08-12;32.3;19.1;25.2;0.0
26-08-12;32.5;19.6;26.5;0.0
25-08-12;35.3;19.7;27.9;0.0
24-08-12;37.2;18.9;28.4;0.0
23-08-12;37.3;19.4;27.2;0.0
22-08-12;39.1;20.2;28.6;0.0
21-08-12;36.9;20.2;28.4;0.0
20-08-12;35.6;20.6;27.4;0.0
19-08-12;35.9;21.5;27.4;0.0
18-08-12;34.6;20.0;27.3;0.0
17-08-12;36.7;21.2;27.4;0.0
16-08-12;36.6;16.2;26.8;0.0
15-08-12;36.8;15.3;26.1;0.0
14-08-12;34.8;17.1;25.9;0.0
13-08-12;32.7;18.1;25.5;0.0
12-08-12;41.6;21.0;31.7;0.0
11-08-12;41.6;21.0;31.7;0.0
10-08-12;41.6;21.0;31.7;0.0
09-08-12;41.6;21.0;31.7;0.0
08-08-12;41.6;21.0;31.7;0.0
07-08-12;41.6;21.0;31.7;0.0
06-08-12;41.6;21.0;31.7;0.0
05-08-12;41.6;21.0;31.7;0.0
04-08-12;41.6;21.0;31.7;0.0
03-08-12;41.6;21.0;31.7;0.0
02-08-12;37.2;21.0;28.7;0.0
01-08-12;38.3;19.8;27.9;0.0
31-07-12;35.6;18.7;26.8;0.0
30-07-12;32.6;17.4;25.2;0.0
29-07-12;32.9;16.2;25.1;0.0
