FECHA;Al04TMax;Al04TMin;Al04TMed;Al04Precip 
dd-mm-yy; ºC; ºC, ºC; mm
28-07-12;35.2;17.0;26.3;0.0
27-07-12;34.4;18.3;26.1;0.0
26-07-12;31.2;18.8;25.1;0.0
25-07-12;32.1;18.1;24.9;0.0
24-07-12;28.6;16.4;22.4;0.0
23-07-12;28.7;18.9;23.2;0.0
22-07-12;31.1;19.0;24.2;0.0
21-07-12;32.0;18.3;24.7;0.0
20-07-12;36.5;15.7;26.3;0.0
19-07-12;33.7;15.6;25.7;0.0
18-07-12;32.2;14.4;24.4;0.0
17-07-12;28.8;16.8;23.3;0.0
16-07-12;28.3;19.3;23.2;0.0
15-07-12;29.5;20.6;24.2;0.0
14-07-12;41.4;20.6;29.1;0.0
13-07-12;37.7;17.0;27.0;0.0
12-07-12;31.4;17.1;25.1;0.0
11-07-12;36.8;16.8;25.9;0.0
10-07-12;37.0;16.1;26.5;0.0
09-07-12;33.2;18.6;25.5;0.0
08-07-12;35.0;17.4;26.0;0.0
07-07-12;31.8;16.8;24.2;0.0
06-07-12;30.0;17.2;24.4;0.0
05-07-12;36.8;16.1;27.3;0.0
04-07-12;34.1;14.6;23.9;0.0
03-07-12;31.3;15.3;23.1;0.0
02-07-12;29.2;14.4;21.9;0.0
01-07-12;30.2;16.3;24.0;0.0
30-06-12;37.9;19.7;29.8;0.0
29-06-12;39.6;19.7;30.7;0.0
28-06-12;40.5;20.0;30.9;0.0
27-06-12;38.2;20.0;28.7;0.0
26-06-12;35.2;17.6;27.2;0.0
25-06-12;32.0;18.6;25.2;0.0
24-06-12;34.2;17.9;25.4;0.0
23-06-12;30.7;18.0;23.7;0.0
22-06-12;34.0;18.0;25.4;0.0
21-06-12;35.3;15.5;25.9;0.0
20-06-12;33.0;18.1;25.1;0.0
19-06-12;29.9;18.4;23.4;0.0
18-06-12;30.4;0.0;0.0;0.2
17-06-12;29.2;15.5;22.8;0.0
16-06-12;32.1;13.8;23.9;0.0
15-06-12;28.8;12.0;21.9;0.0
14-06-12;27.0;12.8;20.3;0.0
13-06-12;26.4;12.7;19.6;0.0
12-06-12;26.9;14.1;21.8;0.0
11-06-12;35.6;18.8;28.4;0.0
10-06-12;34.3;13.6;25.4;0.0
09-06-12;27.7;15.5;21.9;0.0
08-06-12;29.8;17.8;25.0;0.0
07-06-12;38.1;16.9;28.8;0.0
06-06-12;35.4;14.3;25.6;0.0
05-06-12;30.8;15.5;22.5;0.0
04-06-12;30.0;15.5;23.2;0.0
03-06-12;30.4;18.4;24.6;0.0
02-06-12;33.2;14.4;24.7;0.0
01-06-12;30.7;13.4;23.2;0.0
31-05-12;29.4;15.0;22.2;0.0
30-05-12;28.1;14.2;20.9;0.0
29-05-12;28.4;11.5;20.5;0.0
28-05-12;26.4;14.5;20.2;0.0
27-05-12;28.6;14.2;21.7;0.0
26-05-12;31.4;11.9;21.7;0.0
25-05-12;29.4;12.2;20.9;0.0
24-05-12;28.8;12.3;20.8;0.0
23-05-12;29.3;10.5;21.0;0.0
22-05-12;26.0;8.0;18.3;0.0
21-05-12;23.6;10.1;17.2;0.0
20-05-12;21.5;10.6;15.5;0.0
19-05-12;27.3;11.4;19.1;0.0
18-05-12;30.5;14.0;20.2;0.0
17-05-12;28.2;12.1;19.8;0.0
16-05-12;25.9;11.8;18.5;0.0
15-05-12;28.7;14.1;20.6;0.0
14-05-12;28.9;15.9;22.3;0.0
13-05-12;34.2;13.8;24.3;0.0
12-05-12;31.4;11.8;22.4;0.0
11-05-12;29.0;14.2;21.9;0.0
10-05-12;28.7;11.9;21.6;0.0
09-05-12;29.6;14.2;21.8;0.0
08-05-12;28.2;9.6;19.6;0.0
07-05-12;24.9;7.5;16.9;0.0
06-05-12;23.4;7.5;16.1;0.0
05-05-12;21.7;9.2;16.2;0.0
04-05-12;24.3;8.9;17.2;0.0
03-05-12;23.8;5.5;15.9;0.0
02-05-12;22.0;3.7;13.6;0.0
01-05-12;19.7;2.3;11.8;0.0
30-04-12;19.1;2.3;10.6;0.0
29-04-12;16.7;7.4;12.0;0.0
28-04-12;21.0;12.0;15.1;0.0
27-04-12;28.0;10.1;19.2;0.0
26-04-12;29.0;8.1;19.2;0.0
25-04-12;26.4;6.7;16.8;0.0
24-04-12;23.9;9.7;17.8;0.0
23-04-12;25.8;8.9;18.5;0.0
22-04-12;23.2;8.5;16.7;0.0
21-04-12;24.6;9.4;16.9;0.0
20-04-12;23.8;11.2;17.5;0.0
19-04-12;18.5;12.1;15.2;0.0
18-04-12;24.0;9.2;16.9;0.0
17-04-12;21.9;3.5;14.9;0.0
16-04-12;16.3;7.7;11.9;0.0
15-04-12;15.5;6.1;11.0;0.0
14-04-12;19.5;9.6;13.9;0.0
13-04-12;16.7;6.5;12.6;0.0
12-04-12;19.5;8.4;13.0;0.0
11-04-12;23.5;9.5;16.5;0.0
10-04-12;24.5;10.5;17.8;0.0
09-04-12;25.8;5.5;15.9;0.0
08-04-12;21.7;2.8;12.6;0.0
07-04-12;18.9;1.1;10.6;0.0
06-04-12;17.6;4.5;11.4;0.0
05-04-12;18.2;5.7;12.5;0.0
04-04-12;19.8;6.1;12.5;0.4
03-04-12;19.7;6.0;12.8;0.0
02-04-12;21.8;6.4;13.8;0.0
01-04-12;22.4;4.9;12.9;0.0
31-03-12;21.3;6.8;13.0;0.2
30-03-12;19.9;3.9;11.7;0.0
29-03-12;18.8;7.3;13.0;0.0
28-03-12;18.4;9.1;13.1;0.0
27-03-12;18.8;3.3;11.8;0.0
26-03-12;17.8;8.5;12.9;0.0
25-03-12;16.6;7.2;11.2;0.0
24-03-12;16.2;8.9;11.4;0.0
23-03-12;18.5;3.1;11.1;0.0
22-03-12;16.8;2.6;9.7;0.0
21-03-12;15.0;4.1;8.6;0.0
20-03-12;12.9;5.1;7.9;0.0
19-03-12;16.8;3.9;10.4;0.2
18-03-12;21.8;4.0;12.5;0.0
17-03-12;21.2;2.2;11.8;0.0
16-03-12;20.5;2.4;11.4;0.0
15-03-12;20.9;4.3;12.5;0.0
14-03-12;23.2;2.5;12.8;0.0
13-03-12;21.5;2.2;11.7;0.0
12-03-12;21.1;0.8;10.1;0.0
11-03-12;17.2;-0.4;8.2;0.0
10-03-12;15.5;2.2;8.6;0.0
09-03-12;15.8;5.5;9.8;0.0
08-03-12;20.4;-0.2;10.4;0.0
07-03-12;13.8;0.8;7.9;0.0
06-03-12;18.3;2.2;9.9;0.0
05-03-12;18.7;5.1;11.6;0.0
04-03-12;21.2;2.4;12.3;0.0
03-03-12;19.8;1.6;9.8;0.0
02-03-12;15.3;4.2;9.6;0.4
01-03-12;20.2;2.2;10.8;0.0
28-02-12;16.7;5.6;10.5;0.0
27-02-12;19.4;4.7;11.9;0.0
26-02-12;23.0;0.6;12.3;0.0
25-02-12;18.8;-1.8;8.3;0.0
24-02-12;17.6;-2.3;7.4;0.0
23-02-12;16.5;-1.8;6.6;0.2
22-02-12;14.7;-1.8;5.9;0.0
21-02-12;13.0;-0.4;6.1;0.0
20-02-12;13.5;-0.3;6.6;0.0
19-02-12;16.8;-1.1;6.7;0.2
18-02-12;14.8;-1.5;5.9;0.0
17-02-12;11.8;-1.0;5.5;0.0
16-02-12;12.5;-4.5;4.3;0.0
15-02-12;11.9;-2.6;4.6;0.0
14-02-12;13.1;-5.3;5.3;0.0
13-02-12;10.2;-8.2;0.5;0.0
12-02-12;10.8;-6.6;0.6;0.0
11-02-12;13.5;-4.1;3.8;0.0
10-02-12;14.2;-4.7;4.0;0.0
09-02-12;9.9;-6.0;1.4;0.0
08-02-12;9.2;-3.6;3.2;0.0
07-02-12;15.8;4.7;11.2;0.2
06-02-12;15.6;5.0;11.1;0.0
05-02-12;11.5;-5.3;5.9;0.0
04-02-12;6.5;-6.6;1.9;0.0
03-02-12;8.9;-1.6;2.8;0.0
02-02-12;12.4;-1.6;5.6;0.0
01-02-12;18.7;-0.4;8.5;0.0
31-01-12;14.5;-3.3;4.5;0.0
30-01-12;13.8;-2.9;4.7;0.0
29-01-12;13.7;-0.3;7.2;0.0
28-01-12;14.2;3.3;8.3;1.0
27-01-12;12.3;2.5;7.3;0.6
26-01-12;15.7;-0.2;6.6;0.2
25-01-12;14.3;0.5;7.3;0.2
24-01-12;16.9;1.4;7.9;0.2
23-01-12;17.4;0.2;7.5;0.2
22-01-12;17.0;-0.6;6.9;0.2
21-01-12;16.4;1.0;7.2;0.2
20-01-12;16.0;-2.3;5.6;0.0
19-01-12;13.1;-0.1;5.7;0.2
18-01-12;13.6;3.0;8.7;0.4
17-01-12;12.6;5.8;9.5;0.6
16-01-12;8.0;2.6;5.5;0.4
15-01-12;14.5;-0.2;7.5;0.2
14-01-12;17.2;-0.3;7.3;0.2
13-01-12;15.0;2.8;8.2;0.0
12-01-12;13.4;0.7;6.9;0.0
11-01-12;12.6;1.4;6.8;0.2
10-01-12;13.8;2.2;7.2;0.2
09-01-12;14.9;0.0;7.1;0.2
08-01-12;16.3;1.6;7.7;0.0
07-01-12;17.2;2.2;10.2;0.0
06-01-12;26.3;2.7;12.9;0.0
05-01-12;21.7;0.3;9.3;0.0
04-01-12;19.7;0.8;8.4;0.2
03-01-12;17.3;0.4;7.2;0.0
02-01-12;19.7;1.8;10.7;0.0
01-01-12;20.6;3.3;10.0;0.0
31-12-11;19.8;-0.1;8.7;0.0
30-12-11;14.9;-1.8;5.5;0.2
29-12-11;15.3;-1.1;6.3;0.0
28-12-11;14.8;0.8;8.8;0.0
27-12-11;14.1;-0.5;7.5;0.2
26-12-11;11.6;3.6;7.9;0.8
25-12-11;13.8;1.8;7.9;0.0
24-12-11;16.5;1.6;9.3;0.0
23-12-11;18.5;1.8;9.0;0.0
22-12-11;22.0;2.4;10.0;0.0
21-12-11;23.4;2.6;11.2;0.0
20-12-11;15.3;-3.0;5.2;0.0
19-12-11;13.4;-2.2;4.1;0.0
18-12-11;14.1;0.8;6.5;0.0
17-12-11;17.7;2.8;12.2;0.0
16-12-11;19.8;0.2;10.6;0.2
15-12-11;16.2;2.8;8.7;0.0
14-12-11;18.4;1.3;9.1;0.0
13-12-11;17.5;1.2;8.3;0.2
12-12-11;17.8;2.3;8.4;0.0
11-12-11;17.8;3.2;9.5;0.0
10-12-11;16.3;5.8;9.6;0.2
09-12-11;13.2;2.4;7.6;0.2
08-12-11;19.0;3.4;9.4;0.2
07-12-11;19.4;2.6;9.4;0.2
06-12-11;18.8;3.3;9.6;0.2
05-12-11;16.6;2.2;8.4;0.2
04-12-11;16.1;3.8;8.6;0.0
03-12-11;14.0;4.4;8.2;8.8
02-12-11;15.4;4.5;9.5;2.4
01-12-11;17.4;5.4;10.9;0.2
30-11-11;17.8;5.1;10.3;0.2
29-11-11;18.8;5.5;11.2;0.0
28-11-11;17.0;4.3;10.4;0.0
27-11-11;16.0;6.1;10.8;0.0
26-11-11;17.3;4.2;10.4;0.0
25-11-11;16.5;6.0;11.8;0.0
24-11-11;13.2;10.2;12.0;16.0
23-11-11;17.0;4.2;10.7;0.2
22-11-11;19.5;8.7;12.7;0.0
21-11-11;18.9;9.2;13.0;0.2
20-11-11;16.8;11.6;13.5;0.2
19-11-11;17.2;7.4;12.2;0.2
18-11-11;15.5;10.8;12.7;1.4
17-11-11;17.9;4.7;11.1;0.0
16-11-11;19.2;3.8;10.3;0.0
15-11-11;19.2;6.2;11.8;0.2
14-11-11;19.2;11.8;15.1;3.0
13-11-11;21.0;11.4;15.9;0.0
12-11-11;20.4;9.2;14.7;0.0
11-11-11;23.6;6.5;14.1;0.0
10-11-11;21.7;5.9;12.5;0.2
09-11-11;20.3;5.3;11.8;0.0
08-11-11;21.0;5.3;11.9;0.0
07-11-11;19.4;7.2;12.4;0.0
06-11-11;20.6;7.1;14.1;0.0
05-11-11;16.2;7.2;11.9;0.0
04-11-11;15.3;6.8;12.1;9.6
03-11-11;19.8;12.7;15.7;7.0
02-11-11;18.7;9.5;13.6;0.2
01-11-11;23.3;9.7;15.2;0.2
31-10-11;22.0;12.8;16.5;0.0
30-10-11;22.7;13.0;17.6;0.0
29-10-11;23.2;11.0;16.4;0.0
28-10-11;20.9;9.7;14.1;0.2
27-10-11;18.9;8.5;13.8;2.4
26-10-11;21.9;6.5;13.4;0.0
25-10-11;21.3;6.2;13.6;0.0
24-10-11;17.9;10.3;14.8;0.2
23-10-11;22.8;10.1;15.5;0.2
22-10-11;18.0;12.0;15.6;1.2
21-10-11;22.4;9.8;16.3;0.0
20-10-11;21.9;9.6;16.0;0.0
19-10-11;24.9;7.3;15.2;0.0
18-10-11;22.2;9.0;15.0;0.2
17-10-11;19.6;10.5;14.9;0.0
16-10-11;23.6;11.5;16.6;0.0
15-10-11;24.4;13.1;18.0;0.0
14-10-11;26.5;11.3;18.9;0.0
13-10-11;31.0;10.7;20.2;0.0
12-10-11;31.1;11.5;20.7;0.0
11-10-11;30.3;10.0;19.5;0.0
10-10-11;25.9;9.5;17.0;0.0
09-10-11;24.5;8.4;16.2;0.0
08-10-11;22.6;11.0;17.4;0.0
07-10-11;30.9;10.9;20.3;0.0
06-10-11;28.8;9.6;18.8;0.0
05-10-11;26.8;11.2;18.6;0.0
04-10-11;26.0;13.0;19.3;0.0
03-10-11;27.1;12.8;19.4;0.0
02-10-11;26.2;16.3;20.8;0.0
01-10-11;24.4;16.8;20.4;0.0
30-09-11;25.1;17.8;20.6;0.0
29-09-11;25.0;18.7;21.0;0.0
28-09-11;25.4;15.7;20.3;0.0
27-09-11;26.0;13.4;20.3;0.0
26-09-11;26.6;14.4;20.4;0.0
25-09-11;27.4;12.8;19.9;0.0
24-09-11;27.6;13.7;19.9;0.0
23-09-11;27.0;16.3;19.8;1.4
22-09-11;28.8;14.7;21.1;0.0
21-09-11;27.1;14.1;20.2;0.0
20-09-11;25.6;14.6;19.7;0.0
19-09-11;26.3;16.0;21.3;0.0
18-09-11;33.3;15.1;24.5;0.0
17-09-11;31.5;16.3;22.3;0.0
16-09-11;30.4;13.8;22.2;0.0
15-09-11;27.9;15.8;22.1;0.0
14-09-11;28.7;15.7;22.6;0.0
13-09-11;29.8;17.0;22.3;0.0
12-09-11;30.6;17.4;24.0;0.0
11-09-11;33.1;14.2;24.2;0.0
10-09-11;33.2;14.0;23.6;0.0
09-09-11;32.9;15.6;24.3;0.0
08-09-11;33.0;15.4;24.0;0.0
07-09-11;31.4;15.3;23.5;0.0
06-09-11;28.4;15.7;22.3;0.0
05-09-11;30.0;15.4;23.0;0.0
04-09-11;28.7;13.6;21.6;0.0
03-09-11;27.1;12.3;19.6;0.2
02-09-11;25.3;14.9;19.1;15.6
01-09-11;32.9;16.8;25.9;0.0
31-08-11;33.1;16.1;25.1;2.4
30-08-11;34.1;18.8;27.8;0.0
29-08-11;33.3;17.5;25.0;0.0
28-08-11;29.8;21.0;24.2;0.0
27-08-11;28.6;19.2;23.9;0.0
26-08-11;35.4;15.7;26.3;0.0
25-08-11;36.2;17.2;26.9;0.0
24-08-11;36.6;16.7;26.7;0.0
23-08-11;34.2;17.3;26.1;0.0
22-08-11;36.2;19.4;26.2;0.0
21-08-11;34.0;18.7;26.3;0.0
20-08-11;34.7;18.7;26.8;0.0
19-08-11;32.5;21.6;25.8;0.0
18-08-11;33.4;20.0;26.7;0.0
17-08-11;35.8;18.0;26.9;0.0
16-08-11;34.4;19.0;26.6;0.0
15-08-11;37.0;19.0;28.4;0.0
14-08-11;36.6;17.8;27.7;0.0
13-08-11;35.0;15.1;25.2;0.0
12-08-11;32.5;18.1;24.8;0.0
11-08-11;30.7;17.1;23.1;0.0
10-08-11;27.0;18.4;22.5;0.0
09-08-11;28.4;20.0;24.1;0.0
08-08-11;35.0;20.8;27.2;0.0
07-08-11;38.7;20.2;29.6;0.0
06-08-11;36.6;18.4;27.7;0.0
05-08-11;34.1;17.6;26.0;0.0
04-08-11;32.7;18.3;25.3;0.0
03-08-11;33.7;17.3;26.0;0.0
02-08-11;33.1;17.3;25.0;0.0
01-08-11;30.9;19.7;24.5;0.0
31-07-11;32.6;20.0;25.3;0.0
30-07-11;33.5;16.9;24.7;0.0
29-07-11;32.6;17.3;24.7;0.0
28-07-11;30.1;18.9;24.2;0.0
27-07-11;32.2;18.9;25.0;0.0
26-07-11;35.5;16.1;26.8;0.0
25-07-11;32.5;18.7;25.0;0.0
24-07-11;31.8;16.3;24.6;0.0
23-07-11;30.1;18.9;23.8;0.0
22-07-11;29.4;17.2;23.0;0.0
21-07-11;31.5;17.1;24.0;0.0
20-07-11;29.4;18.9;23.7;0.0
19-07-11;33.8;14.2;25.1;0.0
18-07-11;29.1;18.3;24.3;0.0
17-07-11;36.8;16.5;28.4;0.0
16-07-11;32.9;15.4;25.5;0.0
15-07-11;29.3;16.8;22.8;0.0
14-07-11;29.5;17.3;23.2;0.0
13-07-11;30.5;18.5;25.1;0.0
12-07-11;37.7;21.1;28.6;0.0
11-07-11;34.1;18.4;25.3;0.0
10-07-11;33.5;18.6;25.8;0.0
09-07-11;34.2;16.8;25.4;0.0
08-07-11;33.5;17.3;25.9;0.0
07-07-11;38.9;16.9;28.7;0.0
06-07-11;37.0;16.7;27.5;0.0
05-07-11;34.0;15.9;25.9;0.0
04-07-11;31.3;15.6;24.1;0.0
03-07-11;37.2;19.5;27.6;0.0
02-07-11;36.4;19.0;26.7;0.0
01-07-11;31.4;20.5;24.7;0.0
30-06-11;29.3;20.0;23.6;0.0
29-06-11;33.4;18.6;26.1;0.0
28-06-11;37.0;17.7;26.4;0.0
27-06-11;32.0;17.4;24.9;0.0
26-06-11;32.4;16.5;24.3;0.0
25-06-11;29.3;16.8;23.0;0.0
24-06-11;27.7;19.1;22.9;0.0
23-06-11;31.8;17.2;24.6;0.0
22-06-11;34.5;17.0;25.1;0.6
21-06-11;31.2;16.6;24.4;0.0
20-06-11;29.6;19.0;23.7;0.0
19-06-11;28.7;18.0;23.3;0.0
18-06-11;35.8;15.0;26.8;0.0
17-06-11;35.1;16.7;25.9;0.0
16-06-11;34.4;14.7;25.0;0.0
15-06-11;32.8;14.7;24.1;0.0
14-06-11;30.1;16.3;23.4;0.0
13-06-11;33.4;13.7;23.6;0.0
12-06-11;29.5;13.7;22.3;0.0
11-06-11;26.0;13.3;20.1;0.0
10-06-11;28.5;13.4;21.0;0.0
09-06-11;27.5;11.6;20.3;0.0
08-06-11;26.0;10.4;18.9;0.0
07-06-11;26.3;10.2;18.6;0.2
06-06-11;25.6;12.9;19.1;0.0
05-06-11;24.5;8.7;17.4;0.0
04-06-11;21.3;9.2;15.6;0.0
03-06-11;20.7;11.8;16.1;0.0
02-06-11;18.9;13.2;15.8;1.0
01-06-11;23.2;14.5;18.0;0.6
31-05-11;25.4;14.4;20.4;0.0
30-05-11;28.7;15.2;21.2;0.6
29-05-11;29.0;15.5;20.0;1.4
28-05-11;27.1;15.2;20.5;0.2
27-05-11;28.3;16.3;21.7;0.0
26-05-11;29.9;10.5;21.6;0.0
25-05-11;28.7;11.4;20.9;0.0
24-05-11;28.9;10.7;20.8;0.0
23-05-11;26.7;9.5;19.2;0.0
22-05-11;25.8;8.9;18.1;0.0
21-05-11;24.0;8.0;16.7;0.2
20-05-11;21.4;10.2;15.6;2.2
19-05-11;20.0;13.4;16.0;0.2
18-05-11;18.3;11.5;14.5;3.4
17-05-11;20.8;12.4;16.0;0.0
16-05-11;19.9;12.0;15.4;0.0
15-05-11;19.2;13.1;15.7;0.6
14-05-11;28.4;10.9;20.2;0.0
13-05-11;24.2;11.6;17.9;0.0
12-05-11;24.8;11.1;17.8;0.2
11-05-11;23.9;8.7;17.2;0.0
10-05-11;23.5;11.0;17.4;0.0
09-05-11;24.9;9.5;17.6;0.0
08-05-11;24.7;8.1;16.9;0.0
07-05-11;22.9;10.8;17.2;1.8
06-05-11;22.7;11.0;17.0;0.0
05-05-11;22.9;10.1;16.8;0.0
04-05-11;24.1;11.4;17.7;0.0
03-05-11;23.3;9.9;16.1;4.2
02-05-11;16.7;11.5;13.2;34.0
01-05-11;19.4;10.2;14.5;0.8
30-04-11;19.1;10.4;14.0;2.4
29-04-11;17.0;10.8;13.3;3.2
28-04-11;23.6;8.4;16.3;0.0
27-04-11;22.7;8.5;16.0;0.2
26-04-11;21.4;7.1;14.4;1.2
25-04-11;17.9;9.0;13.0;4.8
24-04-11;17.2;9.3;12.4;11.8
23-04-11;20.5;6.3;13.2;0.0
22-04-11;17.5;7.9;13.5;0.0
21-04-11;21.0;8.5;14.0;4.2
20-04-11;19.0;10.6;14.7;0.0
19-04-11;19.6;8.5;13.5;1.6
18-04-11;19.3;8.3;13.0;0.0
17-04-11;18.5;8.7;13.4;0.0
16-04-11;18.1;10.8;14.0;0.4
15-04-11;21.5;10.3;15.5;0.0
14-04-11;27.7;7.8;17.8;0.0
13-04-11;26.7;6.7;16.9;0.0
12-04-11;21.9;9.5;15.7;0.0
11-04-11;20.0;10.2;15.5;0.0
10-04-11;28.6;11.1;19.5;0.0
09-04-11;32.5;9.7;21.1;0.0
08-04-11;27.1;8.5;17.5;0.0
07-04-11;25.1;9.6;18.2;0.0
06-04-11;23.8;14.4;18.1;0.0
05-04-11;20.2;12.3;16.5;0.0
04-04-11;22.8;10.9;16.6;0.0
03-04-11;23.4;13.3;17.4;0.0
02-04-11;26.7;7.3;17.3;0.0
01-04-11;22.3;8.1;14.9;0.0
31-03-11;22.6;7.3;15.2;0.0
30-03-11;22.2;8.8;15.7;0.0
29-03-11;19.4;9.0;13.4;0.2
28-03-11;21.1;9.2;15.2;0.0
27-03-11;22.8;6.6;15.3;0.0
26-03-11;20.0;6.1;13.0;0.0
25-03-11;16.9;10.3;12.8;0.0
24-03-11;16.2;10.3;12.3;0.0
23-03-11;13.6;8.3;10.7;0.0
22-03-11;12.3;6.9;8.9;0.6
21-03-11;14.3;4.1;10.0;0.0
20-03-11;17.4;6.1;11.7;0.0
19-03-11;22.6;4.0;13.2;0.0
18-03-11;20.2;5.3;12.2;0.0
17-03-11;19.0;8.0;13.9;0.0
16-03-11;17.1;2.4;11.4;0.0
15-03-11;17.4;7.8;11.5;2.0
14-03-11;16.9;8.6;11.8;11.0
13-03-11;18.3;3.2;10.8;1.8
12-03-11;17.3;7.8;11.8;0.6
11-03-11;9.9;7.4;8.7;9.4
10-03-11;10.0;7.5;8.4;0.8
09-03-11;9.7;7.9;8.8;4.8
08-03-11;13.5;8.6;10.5;0.0
07-03-11;15.2;1.4;8.8;0.0
06-03-11;14.1;2.3;8.5;0.0
05-03-11;12.6;3.3;7.7;0.0
04-03-11;10.8;1.4;6.6;0.2
03-03-11;13.3;-1.7;6.3;0.0
02-03-11;13.4;-3.0;5.3;0.0
01-03-11;12.5;-1.8;5.4;0.0
28-02-11;14.4;-0.8;8.0;0.0
27-02-11;15.4;5.3;10.7;0.8
26-02-11;25.9;3.3;13.2;0.0
25-02-11;17.0;4.4;10.0;0.0
24-02-11;21.2;4.5;12.0;0.0
23-02-11;20.7;5.7;12.8;0.0
22-02-11;23.9;8.3;15.3;0.0
21-02-11;19.4;12.0;14.9;0.0
20-02-11;19.6;6.1;12.7;1.8
19-02-11;17.4;3.8;9.6;0.0
18-02-11;16.9;4.1;10.6;0.0
17-02-11;13.4;7.5;9.9;0.0
16-02-11;15.1;6.4;9.5;1.0
15-02-11;12.6;4.4;8.7;0.2
14-02-11;13.9;6.3;10.2;0.2
13-02-11;17.8;0.5;9.7;0.0
12-02-11;17.4;0.4;7.9;0.2
11-02-11;15.9;-1.2;6.2;0.0
10-02-11;16.1;1.6;7.3;0.2
09-02-11;16.5;0.8;8.0;0.2
08-02-11;15.5;1.2;7.2;0.2
07-02-11;16.3;0.2;8.4;0.0
06-02-11;18.6;0.2;8.2;0.0
05-02-11;16.9;-0.9;6.9;0.0
04-02-11;17.1;-1.7;6.6;0.0
03-02-11;15.0;-1.7;5.9;0.0
02-02-11;14.5;-1.0;5.1;0.0
01-02-11;11.8;-2.1;4.1;0.2
31-01-11;11.6;-1.0;5.1;0.2
30-01-11;12.9;-1.2;5.6;0.2
29-01-11;14.0;0.7;7.0;0.0
28-01-11;13.6;3.4;7.4;1.0
27-01-11;9.6;3.4;6.3;8.6
26-01-11;8.7;4.9;6.6;1.8
25-01-11;6.7;4.3;5.8;0.0
24-01-11;5.4;4.0;4.7;2.0
23-01-11;5.7;1.8;3.9;0.4
22-01-11;7.9;-3.2;3.2;0.0
21-01-11;10.5;1.2;5.3;0.2
20-01-11;14.7;1.6;7.8;0.0
19-01-11;11.9;6.0;8.9;0.0
18-01-11;10.8;3.4;7.7;0.2
17-01-11;17.9;1.9;8.6;0.2
16-01-11;18.1;3.0;8.0;0.2
15-01-11;18.1;3.4;10.1;0.0
14-01-11;20.3;3.0;10.1;0.0
13-01-11;18.9;2.8;9.3;0.0
12-01-11;20.2;3.3;10.1;0.0
11-01-11;19.4;3.4;10.6;0.0
10-01-11;15.9;2.7;8.6;0.0
09-01-11;15.8;5.3;12.3;0.0
08-01-11;19.8;3.4;10.1;0.0
07-01-11;18.3;4.9;11.0;0.2
06-01-11;17.8;3.6;9.9;0.0
05-01-11;16.7;2.7;8.4;0.2
04-01-11;13.5;1.6;6.7;0.2
03-01-11;15.4;1.8;8.1;0.2
02-01-11;14.9;3.5;8.3;0.0
01-01-11;17.0;5.9;10.2;0.6
31-12-10;15.4;6.1;9.8;7.0
30-12-10;14.5;3.2;8.3;0.2
29-12-10;14.0;1.8;6.5;0.0
28-12-10;14.5;0.0;6.0;0.2
27-12-10;13.6;-2.6;4.1;0.2
26-12-10;11.2;-1.3;4.9;0.0
25-12-10;12.6;1.2;6.2;0.0
24-12-10;11.9;-0.1;5.4;0.0
23-12-10;14.2;6.1;10.0;0.0
22-12-10;14.1;7.8;10.8;6.4
21-12-10;14.8;8.2;11.1;7.6
20-12-10;15.2;2.4;8.4;0.0
19-12-10;18.1;5.2;12.2;16.0
18-12-10;12.2;6.7;9.8;16.2
17-12-10;10.5;-5.3;2.8;0.2
16-12-10;9.2;-3.6;1.7;0.0
15-12-10;14.5;-0.4;7.8;0.0
14-12-10;16.9;6.5;11.1;0.0
13-12-10;14.6;6.5;10.7;0.0
12-12-10;18.9;3.9;9.7;0.0
11-12-10;15.9;5.0;9.8;0.0
10-12-10;15.0;9.1;12.5;0.0
09-12-10;26.3;9.7;15.9;0.0
08-12-10;22.7;12.1;17.2;0.0
07-12-10;22.2;14.0;18.4;0.0
06-12-10;21.6;11.0;16.2;4.2
05-12-10;16.4;2.9;8.5;0.0
04-12-10;10.2;-2.1;4.1;0.0
03-12-10;12.0;-2.1;4.5;0.0
02-12-10;14.1;0.9;8.0;0.0
01-12-10;14.0;2.8;8.6;0.0
30-11-10;10.6;6.4;8.7;10.2
29-11-10;7.5;5.4;6.3;15.6
28-11-10;14.8;2.8;8.3;1.4
27-11-10;7.5;5.9;6.9;15.4
26-11-10;11.4;6.7;9.5;1.2
25-11-10;17.6;5.9;10.4;0.2
24-11-10;18.2;5.6;10.8;0.6
23-11-10;14.9;2.5;9.0;0.0
22-11-10;15.1;3.6;10.4;0.0
21-11-10;15.9;3.1;10.9;0.0
20-11-10;18.8;2.2;10.0;0.0
19-11-10;16.1;3.2;8.7;0.0
18-11-10;16.8;2.0;8.5;0.0
17-11-10;16.3;2.6;9.5;1.4
16-11-10;17.6;0.4;7.9;0.0
15-11-10;17.9;4.4;12.4;0.0
14-11-10;20.8;3.7;11.7;0.2
13-11-10;23.1;6.4;13.0;0.0
12-11-10;22.2;4.7;12.0;0.0
11-11-10;19.0;2.7;10.0;0.0
10-11-10;18.6;5.2;12.8;0.0
09-11-10;20.4;12.6;16.0;0.0
08-11-10;19.9;5.9;14.0;0.0
07-11-10;20.0;6.3;12.2;0.2
06-11-10;21.4;6.1;12.8;0.0
